Epoch 1/100, Loss: 4.4613
Epoch 2/100, Loss: 3.2077
Epoch 3/100, Loss: 1.9294
Epoch 4/100, Loss: 0.9178
Epoch 5/100, Loss: 0.3429
Epoch 5/100, Success Rate: 77.7978
Epoch 6/100, Loss: 0.1093
Epoch 7/100, Loss: 0.0444
Epoch 8/100, Loss: 0.0326
Epoch 9/100, Loss: 0.0293
Epoch 10/100, Loss: 0.0276
Epoch 10/100, Success Rate: 97.2202
Epoch 11/100, Loss: 0.0264
Epoch 12/100, Loss: 0.0253
Epoch 13/100, Loss: 0.0238
Epoch 14/100, Loss: 0.0235
