Epoch 1/100, Loss: 4.2391
Epoch 2/100, Loss: 2.9511
Epoch 3/100, Loss: 1.7009
Epoch 4/100, Loss: 0.8475
Epoch 5/100, Loss: 0.3846
Epoch 5/100, Success Rate: 82.2383
Epoch 6/100, Loss: 0.1441
Epoch 7/100, Loss: 0.0512
Epoch 8/100, Loss: 0.0259
Epoch 9/100, Loss: 0.0169
Epoch 10/100, Loss: 0.0158
Epoch 10/100, Success Rate: 99.6029
