==========================TRAIN LOG==================================
[04:20:14] [Batch 0] | Epoch 0] Loss: 7.3660 = 7.0000 + 0.0093 + 0.3567
[04:20:38] [Batch 1] | Epoch 12] Loss: 0.0804 = 0.0105 + 0.0679 + 0.0020
[04:20:38] [Batch 1] | Epoch 13] Loss: 0.0625 = 0.0098 + 0.0508 + 0.0019
[04:20:38] [Batch 1] | Epoch 14] Loss: 0.0574 = 0.0112 + 0.0446 + 0.0016
[04:20:38] [Batch 1] | Epoch 15] Loss: 0.0469 = 0.0085 + 0.0369 + 0.0014
[04:20:39] [Batch 1] | Epoch 16] Loss: 0.0441 = 0.0085 + 0.0344 + 0.0013
[04:20:39] [Batch 1] | Epoch 17] Loss: 0.0389 = 0.0063 + 0.0315 + 0.0011
[04:20:39] [Batch 1] | Epoch 18] Loss: 0.0322 = 0.0043 + 0.0269 + 0.0010
[04:20:39] [Batch 1] | Epoch 19] Loss: 0.0371 = 0.0032 + 0.0330 + 0.0009
---------------------------------------------------------------------------
[04:20:56] [Batch 2] | Epoch 0] Loss: 22.5206 = 22.1250 + 0.0432 + 0.3524
[04:20:56] [Batch 2] | Epoch 1] Loss: 22.1062 = 22.0000 + 0.0342 + 0.0720
[04:20:57] [Batch 2] | Epoch 2] Loss: 21.9396 = 21.8750 + 0.0412 + 0.0234
[04:20:57] [Batch 2] | Epoch 3] Loss: 21.2946 = 21.2500 + 0.0342 + 0.0103
[04:20:57] [Batch 2] | Epoch 4] Loss: 19.6629 = 19.6250 + 0.0320 + 0.0059
[04:20:57] [Batch 2] | Epoch 5] Loss: 16.2903 = 16.2500 + 0.0362 + 0.0041
[04:20:58] [Batch 2] | Epoch 6] Loss: 9.6598 = 9.6250 + 0.0315 + 0.0033
[04:20:58] [Batch 2] | Epoch 7] Loss: 4.4810 = 4.4062 + 0.0719 + 0.0029
[04:20:58] [Batch 2] | Epoch 8] Loss: 2.5418 = 2.4219 + 0.1172 + 0.0028
[04:20:58] [Batch 2] | Epoch 9] Loss: 0.8183 = 0.6836 + 0.1321 + 0.0025
[04:20:58] [Batch 2] | Epoch 10] Loss: 0.1961 = 0.0854 + 0.1084 + 0.0023
[04:20:59] [Batch 2] | Epoch 11] Loss: 0.0850 = 0.0197 + 0.0633 + 0.0020
[04:20:59] [Batch 2] | Epoch 12] Loss: 0.0435 = 0.0084 + 0.0334 + 0.0017
[04:20:59] [Batch 2] | Epoch 13] Loss: 0.0423 = 0.0048 + 0.0360 + 0.0014
[04:20:59] [Batch 2] | Epoch 14] Loss: 0.0368 = 0.0042 + 0.0315 + 0.0012
[04:20:59] [Batch 2] | Epoch 15] Loss: 0.0321 = 0.0037 + 0.0274 + 0.0010
[04:21:00] [Batch 2] | Epoch 16] Loss: 0.0276 = 0.0023 + 0.0245 + 0.0009
[04:21:00] [Batch 2] | Epoch 17] Loss: 0.0250 = 0.0025 + 0.0217 + 0.0007
[04:21:00] [Batch 2] | Epoch 18] Loss: 0.0234 = 0.0020 + 0.0207 + 0.0007
[04:21:00] [Batch 2] | Epoch 19] Loss: 0.0224 = 0.0021 + 0.0198 + 0.0006
---------------------------------------------------------------------------
[04:21:17] [Batch 3] | Epoch 0] Loss: 8.0293 = 7.6562 + 0.0145 + 0.3585
[04:21:17] [Batch 3] | Epoch 1] Loss: 7.7149 = 7.6250 + 0.0169 + 0.0730
[04:21:18] [Batch 3] | Epoch 2] Loss: 7.4728 = 7.4375 + 0.0123 + 0.0231
[04:21:18] [Batch 3] | Epoch 3] Loss: 7.3652 = 7.3438 + 0.0118 + 0.0097
[04:21:18] [Batch 3] | Epoch 4] Loss: 6.7968 = 6.7812 + 0.0104 + 0.0051
[04:21:18] [Batch 3] | Epoch 5] Loss: 5.3540 = 5.3438 + 0.0070 + 0.0033
[04:21:18] [Batch 3] | Epoch 6] Loss: 3.1332 = 3.1250 + 0.0057 + 0.0025
[04:21:19] [Batch 3] | Epoch 7] Loss: 2.3146 = 2.2812 + 0.0311 + 0.0022
[04:21:19] [Batch 3] | Epoch 8] Loss: 1.4193 = 1.3828 + 0.0343 + 0.0022
[04:21:19] [Batch 3] | Epoch 9] Loss: 0.4190 = 0.3945 + 0.0225 + 0.0019
[04:21:19] [Batch 3] | Epoch 10] Loss: 0.0647 = 0.0554 + 0.0072 + 0.0021
[04:21:20] [Batch 3] | Epoch 11] Loss: 0.0207 = 0.0107 + 0.0082 + 0.0019
[04:21:20] [Batch 3] | Epoch 12] Loss: 0.0201 = 0.0060 + 0.0123 + 0.0018
[04:21:20] [Batch 3] | Epoch 13] Loss: 0.0123 = 0.0039 + 0.0068 + 0.0016
[04:21:20] [Batch 3] | Epoch 14] Loss: 0.0099 = 0.0034 + 0.0050 + 0.0014
[04:21:20] [Batch 3] | Epoch 15] Loss: 0.0077 = 0.0031 + 0.0034 + 0.0013
[04:21:21] [Batch 3] | Epoch 16] Loss: 0.0082 = 0.0032 + 0.0039 + 0.0011
[04:21:21] [Batch 3] | Epoch 17] Loss: 0.0078 = 0.0029 + 0.0039 + 0.0010
[04:21:21] [Batch 3] | Epoch 18] Loss: 0.0065 = 0.0021 + 0.0036 + 0.0009
[04:21:21] [Batch 3] | Epoch 19] Loss: 0.0071 = 0.0017 + 0.0046 + 0.0008
---------------------------------------------------------------------------
[04:21:38] [Batch 4] | Epoch 0] Loss: 21.3634 = 21.0000 + 0.0095 + 0.3539
[04:21:38] [Batch 4] | Epoch 1] Loss: 21.3314 = 21.2500 + 0.0105 + 0.0709
[04:21:39] [Batch 4] | Epoch 2] Loss: 21.1572 = 21.1250 + 0.0096 + 0.0227
[04:21:39] [Batch 4] | Epoch 3] Loss: 20.7702 = 20.7500 + 0.0104 + 0.0097
[04:21:39] [Batch 4] | Epoch 4] Loss: 19.7685 = 19.7500 + 0.0132 + 0.0053
[04:21:39] [Batch 4] | Epoch 5] Loss: 16.3994 = 16.3750 + 0.0208 + 0.0036
[04:21:39] [Batch 4] | Epoch 6] Loss: 11.1649 = 11.1250 + 0.0371 + 0.0028
[04:21:40] [Batch 4] | Epoch 7] Loss: 6.9744 = 6.8750 + 0.0969 + 0.0025
[04:21:40] [Batch 4] | Epoch 8] Loss: 4.8570 = 4.6875 + 0.1670 + 0.0026
[04:21:40] [Batch 4] | Epoch 9] Loss: 3.3850 = 3.2031 + 0.1793 + 0.0026
[04:21:40] [Batch 4] | Epoch 10] Loss: 1.8119 = 1.6484 + 0.1610 + 0.0024
[04:21:41] [Batch 4] | Epoch 11] Loss: 1.0379 = 0.8789 + 0.1568 + 0.0022
[04:21:41] [Batch 4] | Epoch 12] Loss: 0.6245 = 0.5000 + 0.1224 + 0.0020
[04:21:41] [Batch 4] | Epoch 13] Loss: 0.3703 = 0.2754 + 0.0932 + 0.0017
[04:21:41] [Batch 4] | Epoch 14] Loss: 0.2716 = 0.1914 + 0.0788 + 0.0014
[04:21:41] [Batch 4] | Epoch 15] Loss: 0.1909 = 0.1230 + 0.0666 + 0.0012
[04:21:42] [Batch 4] | Epoch 16] Loss: 0.1643 = 0.1016 + 0.0617 + 0.0010
[04:21:42] [Batch 4] | Epoch 17] Loss: 0.1404 = 0.0786 + 0.0609 + 0.0009
[04:21:42] [Batch 4] | Epoch 18] Loss: 0.1359 = 0.0801 + 0.0550 + 0.0008
[04:21:42] [Batch 4] | Epoch 19] Loss: 0.1260 = 0.0708 + 0.0545 + 0.0007
---------------------------------------------------------------------------
[04:21:59] [Batch 5] | Epoch 0] Loss: 17.8868 = 17.5000 + 0.0307 + 0.3562
[04:21:59] [Batch 5] | Epoch 1] Loss: 17.4913 = 17.3750 + 0.0370 + 0.0794
[04:22:00] [Batch 5] | Epoch 2] Loss: 17.1898 = 17.1250 + 0.0386 + 0.0262
[04:22:00] [Batch 5] | Epoch 3] Loss: 17.0564 = 17.0000 + 0.0449 + 0.0115
[04:22:00] [Batch 5] | Epoch 4] Loss: 15.6711 = 15.6250 + 0.0396 + 0.0065
[04:22:00] [Batch 5] | Epoch 5] Loss: 10.9293 = 10.8750 + 0.0498 + 0.0044
[04:22:00] [Batch 5] | Epoch 6] Loss: 3.8271 = 3.7344 + 0.0892 + 0.0035
[04:22:01] [Batch 5] | Epoch 7] Loss: 0.7681 = 0.6445 + 0.1204 + 0.0031
[04:22:01] [Batch 5] | Epoch 8] Loss: 0.2879 = 0.1465 + 0.1382 + 0.0032
[04:22:01] [Batch 5] | Epoch 9] Loss: 0.1924 = 0.0615 + 0.1279 + 0.0030
[04:22:01] [Batch 5] | Epoch 10] Loss: 0.1497 = 0.0231 + 0.1241 + 0.0026
[04:22:02] [Batch 5] | Epoch 11] Loss: 0.1260 = 0.0108 + 0.1132 + 0.0020
[04:22:02] [Batch 5] | Epoch 12] Loss: 0.1100 = 0.0067 + 0.1017 + 0.0016
[04:22:02] [Batch 5] | Epoch 13] Loss: 0.1019 = 0.0047 + 0.0960 + 0.0013
[04:22:02] [Batch 5] | Epoch 14] Loss: 0.0883 = 0.0041 + 0.0832 + 0.0010
[04:22:02] [Batch 5] | Epoch 15] Loss: 0.0821 = 0.0038 + 0.0775 + 0.0008
[04:22:03] [Batch 5] | Epoch 16] Loss: 0.0733 = 0.0028 + 0.0697 + 0.0007
[04:22:03] [Batch 5] | Epoch 17] Loss: 0.0722 = 0.0033 + 0.0682 + 0.0006
[04:22:03] [Batch 5] | Epoch 18] Loss: 0.0682 = 0.0028 + 0.0649 + 0.0005
[04:22:03] [Batch 5] | Epoch 19] Loss: 0.0662 = 0.0033 + 0.0624 + 0.0005
---------------------------------------------------------------------------
[04:22:20] [Batch 6] | Epoch 0] Loss: 13.6088 = 13.2500 + 0.0107 + 0.3481
[04:22:20] [Batch 6] | Epoch 1] Loss: 13.0175 = 12.9375 + 0.0101 + 0.0699
[04:22:21] [Batch 6] | Epoch 2] Loss: 13.2199 = 13.1875 + 0.0104 + 0.0220
[04:22:21] [Batch 6] | Epoch 3] Loss: 12.7076 = 12.6875 + 0.0109 + 0.0092
[04:22:21] [Batch 6] | Epoch 4] Loss: 12.2654 = 12.2500 + 0.0104 + 0.0049
[04:22:21] [Batch 6] | Epoch 5] Loss: 10.0811 = 10.0625 + 0.0153 + 0.0032
[04:22:21] [Batch 6] | Epoch 6] Loss: 5.7971 = 5.7500 + 0.0446 + 0.0025
[04:22:22] [Batch 6] | Epoch 7] Loss: 1.3897 = 1.2031 + 0.1844 + 0.0022
[04:22:22] [Batch 6] | Epoch 8] Loss: 0.6005 = 0.3633 + 0.2352 + 0.0020
[04:22:22] [Batch 6] | Epoch 9] Loss: 0.4253 = 0.1455 + 0.2776 + 0.0022
[04:22:22] [Batch 6] | Epoch 10] Loss: 0.2935 = 0.0444 + 0.2471 + 0.0020
[04:22:22] [Batch 6] | Epoch 11] Loss: 0.2404 = 0.0146 + 0.2239 + 0.0019
[04:22:23] [Batch 6] | Epoch 12] Loss: 0.1975 = 0.0061 + 0.1897 + 0.0016
[04:22:23] [Batch 6] | Epoch 13] Loss: 0.1524 = 0.0039 + 0.1471 + 0.0014
[04:22:23] [Batch 6] | Epoch 14] Loss: 0.1200 = 0.0048 + 0.1140 + 0.0011
[04:22:23] [Batch 6] | Epoch 15] Loss: 0.1010 = 0.0041 + 0.0959 + 0.0010
[04:22:24] [Batch 6] | Epoch 16] Loss: 0.0828 = 0.0043 + 0.0776 + 0.0008
[04:22:24] [Batch 6] | Epoch 17] Loss: 0.0726 = 0.0042 + 0.0677 + 0.0007
[04:22:24] [Batch 6] | Epoch 18] Loss: 0.0651 = 0.0038 + 0.0606 + 0.0006
[04:22:24] [Batch 6] | Epoch 19] Loss: 0.0561 = 0.0034 + 0.0522 + 0.0006
---------------------------------------------------------------------------
[04:22:41] [Batch 7] | Epoch 0] Loss: 9.3690 = 9.0000 + 0.0086 + 0.3604
[04:22:41] [Batch 7] | Epoch 1] Loss: 9.0229 = 8.9375 + 0.0076 + 0.0778
[04:22:42] [Batch 7] | Epoch 2] Loss: 8.7194 = 8.6875 + 0.0070 + 0.0250
[04:22:42] [Batch 7] | Epoch 3] Loss: 8.6436 = 8.6250 + 0.0080 + 0.0106
[04:22:42] [Batch 7] | Epoch 4] Loss: 7.7352 = 7.7188 + 0.0108 + 0.0057
[04:22:42] [Batch 7] | Epoch 5] Loss: 5.7479 = 5.7188 + 0.0254 + 0.0037
[04:22:42] [Batch 7] | Epoch 6] Loss: 3.1371 = 3.0312 + 0.1030 + 0.0029
[04:22:43] [Batch 7] | Epoch 7] Loss: 2.8453 = 2.2656 + 0.5772 + 0.0025
[04:22:43] [Batch 7] | Epoch 8] Loss: 1.8093 = 1.1016 + 0.7055 + 0.0023
[04:22:43] [Batch 7] | Epoch 9] Loss: 0.9390 = 0.1758 + 0.7611 + 0.0022
[04:22:43] [Batch 7] | Epoch 10] Loss: 0.7791 = 0.0378 + 0.7393 + 0.0019
[04:22:44] [Batch 7] | Epoch 11] Loss: 0.7114 = 0.0481 + 0.6614 + 0.0019
[04:22:44] [Batch 7] | Epoch 12] Loss: 0.6366 = 0.0820 + 0.5529 + 0.0016
[04:22:44] [Batch 7] | Epoch 13] Loss: 0.5905 = 0.1973 + 0.3916 + 0.0016
[04:22:44] [Batch 7] | Epoch 14] Loss: 0.4878 = 0.1846 + 0.3017 + 0.0015
[04:22:44] [Batch 7] | Epoch 15] Loss: 0.4037 = 0.0933 + 0.3090 + 0.0014
[04:22:45] [Batch 7] | Epoch 16] Loss: 0.3727 = 0.0781 + 0.2933 + 0.0013
[04:22:45] [Batch 7] | Epoch 17] Loss: 0.3442 = 0.0928 + 0.2502 + 0.0012
[04:22:45] [Batch 7] | Epoch 18] Loss: 0.3383 = 0.1475 + 0.1897 + 0.0012
[04:22:45] [Batch 7] | Epoch 19] Loss: 0.3292 = 0.1377 + 0.1904 + 0.0011
---------------------------------------------------------------------------
[04:23:02] [Batch 8] | Epoch 0] Loss: 17.3714 = 17.0000 + 0.0121 + 0.3593
[04:23:02] [Batch 8] | Epoch 1] Loss: 16.9556 = 16.8750 + 0.0090 + 0.0716
[04:23:02] [Batch 8] | Epoch 2] Loss: 16.6630 = 16.6250 + 0.0151 + 0.0229
[04:23:03] [Batch 8] | Epoch 3] Loss: 16.3934 = 16.3750 + 0.0086 + 0.0098
[04:23:03] [Batch 8] | Epoch 4] Loss: 15.8308 = 15.8125 + 0.0130 + 0.0053
[04:23:03] [Batch 8] | Epoch 5] Loss: 13.3385 = 13.3125 + 0.0225 + 0.0035
[04:23:03] [Batch 8] | Epoch 6] Loss: 8.3397 = 8.3125 + 0.0244 + 0.0027
[04:23:04] [Batch 8] | Epoch 7] Loss: 4.1184 = 4.0625 + 0.0535 + 0.0023
[04:23:04] [Batch 8] | Epoch 8] Loss: 1.8420 = 1.6094 + 0.2305 + 0.0021
[04:23:04] [Batch 8] | Epoch 9] Loss: 1.1522 = 0.7109 + 0.4388 + 0.0024
[04:23:04] [Batch 8] | Epoch 10] Loss: 0.4432 = 0.0859 + 0.3549 + 0.0024
[04:23:04] [Batch 8] | Epoch 11] Loss: 0.1733 = 0.0121 + 0.1589 + 0.0023
[04:23:05] [Batch 8] | Epoch 12] Loss: 0.0252 = 0.0050 + 0.0181 + 0.0021
[04:23:05] [Batch 8] | Epoch 13] Loss: 0.0306 = 0.0030 + 0.0258 + 0.0019
[04:23:05] [Batch 8] | Epoch 14] Loss: 0.0338 = 0.0021 + 0.0301 + 0.0016
[04:23:05] [Batch 8] | Epoch 15] Loss: 0.0272 = 0.0020 + 0.0238 + 0.0014
[04:23:06] [Batch 8] | Epoch 16] Loss: 0.0127 = 0.0015 + 0.0100 + 0.0012
[04:23:06] [Batch 8] | Epoch 17] Loss: 0.0078 = 0.0020 + 0.0048 + 0.0010
[04:23:06] [Batch 8] | Epoch 18] Loss: 0.0129 = 0.0023 + 0.0096 + 0.0009
[04:23:06] [Batch 8] | Epoch 19] Loss: 0.0072 = 0.0019 + 0.0044 + 0.0008
---------------------------------------------------------------------------
[04:23:23] [Batch 9] | Epoch 0] Loss: 9.8749 = 9.5000 + 0.0274 + 0.3474
[04:23:23] [Batch 9] | Epoch 1] Loss: 9.6652 = 9.5625 + 0.0272 + 0.0755
[04:23:23] [Batch 9] | Epoch 2] Loss: 9.5525 = 9.5000 + 0.0285 + 0.0240
[04:23:24] [Batch 9] | Epoch 3] Loss: 9.4138 = 9.3750 + 0.0288 + 0.0100
[04:23:24] [Batch 9] | Epoch 4] Loss: 8.8440 = 8.8125 + 0.0263 + 0.0053
[04:23:24] [Batch 9] | Epoch 5] Loss: 7.1945 = 7.1562 + 0.0349 + 0.0034
[04:23:24] [Batch 9] | Epoch 6] Loss: 6.1690 = 6.1250 + 0.0415 + 0.0025
[04:23:24] [Batch 9] | Epoch 7] Loss: 4.5638 = 4.4375 + 0.1242 + 0.0021
[04:23:25] [Batch 9] | Epoch 8] Loss: 2.8475 = 2.6562 + 0.1892 + 0.0021
[04:23:25] [Batch 9] | Epoch 9] Loss: 1.6266 = 1.4219 + 0.2025 + 0.0022
[04:23:25] [Batch 9] | Epoch 10] Loss: 0.6313 = 0.4512 + 0.1780 + 0.0021
[04:23:25] [Batch 9] | Epoch 11] Loss: 0.2734 = 0.1191 + 0.1522 + 0.0020
[04:23:26] [Batch 9] | Epoch 12] Loss: 0.2014 = 0.0586 + 0.1410 + 0.0018
[04:23:26] [Batch 9] | Epoch 13] Loss: 0.1662 = 0.0369 + 0.1278 + 0.0016
[04:23:26] [Batch 9] | Epoch 14] Loss: 0.1347 = 0.0194 + 0.1139 + 0.0014
[04:23:26] [Batch 9] | Epoch 15] Loss: 0.1165 = 0.0115 + 0.1038 + 0.0013
[04:23:26] [Batch 9] | Epoch 16] Loss: 0.1024 = 0.0101 + 0.0912 + 0.0011
[04:23:27] [Batch 9] | Epoch 17] Loss: 0.0961 = 0.0086 + 0.0865 + 0.0010
[04:23:27] [Batch 9] | Epoch 18] Loss: 0.0877 = 0.0061 + 0.0807 + 0.0009
[04:23:27] [Batch 9] | Epoch 19] Loss: 0.0833 = 0.0070 + 0.0754 + 0.0008
---------------------------------------------------------------------------
[04:23:44] [Batch 10] | Epoch 0] Loss: 4.8464 = 4.4688 + 0.0236 + 0.3541
[04:23:44] [Batch 10] | Epoch 1] Loss: 4.5550 = 4.4688 + 0.0160 + 0.0703
[04:23:44] [Batch 10] | Epoch 2] Loss: 4.4108 = 4.3750 + 0.0135 + 0.0223
[04:23:45] [Batch 10] | Epoch 3] Loss: 4.0121 = 3.9844 + 0.0181 + 0.0096
[04:23:45] [Batch 10] | Epoch 4] Loss: 3.3027 = 3.2812 + 0.0162 + 0.0052
[04:23:45] [Batch 10] | Epoch 5] Loss: 1.6914 = 1.6641 + 0.0239 + 0.0035
[04:23:45] [Batch 10] | Epoch 6] Loss: 0.4302 = 0.3926 + 0.0350 + 0.0026
[04:23:46] [Batch 10] | Epoch 7] Loss: 0.1101 = 0.0361 + 0.0717 + 0.0022
[04:23:46] [Batch 10] | Epoch 8] Loss: 0.0765 = 0.0181 + 0.0565 + 0.0019
[04:23:46] [Batch 10] | Epoch 9] Loss: 0.0485 = 0.0072 + 0.0393 + 0.0019
[04:23:46] [Batch 10] | Epoch 10] Loss: 0.0421 = 0.0022 + 0.0381 + 0.0018
[04:23:46] [Batch 10] | Epoch 11] Loss: 0.0801 = 0.0012 + 0.0772 + 0.0018
[04:23:47] [Batch 10] | Epoch 12] Loss: 0.0585 = 0.0010 + 0.0559 + 0.0017
[04:23:47] [Batch 10] | Epoch 13] Loss: 0.0641 = 0.0012 + 0.0614 + 0.0015
[04:23:47] [Batch 10] | Epoch 14] Loss: 0.0359 = 0.0013 + 0.0332 + 0.0014
[04:23:47] [Batch 10] | Epoch 15] Loss: 0.0572 = 0.0015 + 0.0545 + 0.0012
[04:23:48] [Batch 10] | Epoch 16] Loss: 0.0322 = 0.0015 + 0.0295 + 0.0011
[04:23:48] [Batch 10] | Epoch 17] Loss: 0.0317 = 0.0015 + 0.0292 + 0.0010
[04:23:48] [Batch 10] | Epoch 18] Loss: 0.0366 = 0.0017 + 0.0339 + 0.0009
[04:23:48] [Batch 10] | Epoch 19] Loss: 0.0323 = 0.0017 + 0.0298 + 0.0008
---------------------------------------------------------------------------
[04:24:05] [Batch 11] | Epoch 0] Loss: 21.3844 = 21.0000 + 0.0302 + 0.3542
[04:24:05] [Batch 11] | Epoch 1] Loss: 20.8543 = 20.7500 + 0.0304 + 0.0739
[04:24:05] [Batch 11] | Epoch 2] Loss: 20.5544 = 20.5000 + 0.0301 + 0.0242
[04:24:06] [Batch 11] | Epoch 3] Loss: 19.7907 = 19.7500 + 0.0299 + 0.0108
[04:24:06] [Batch 11] | Epoch 4] Loss: 18.1647 = 18.1250 + 0.0335 + 0.0062
[04:24:06] [Batch 11] | Epoch 5] Loss: 13.4132 = 13.3750 + 0.0338 + 0.0044
[04:24:06] [Batch 11] | Epoch 6] Loss: 10.0737 = 10.0000 + 0.0701 + 0.0035
[04:24:06] [Batch 11] | Epoch 7] Loss: 5.9450 = 5.7812 + 0.1605 + 0.0033
[04:24:07] [Batch 11] | Epoch 8] Loss: 2.9175 = 2.7188 + 0.1957 + 0.0031
[04:24:07] [Batch 11] | Epoch 9] Loss: 0.8744 = 0.6836 + 0.1880 + 0.0028
[04:24:07] [Batch 11] | Epoch 10] Loss: 0.3249 = 0.1328 + 0.1895 + 0.0027
[04:24:07] [Batch 11] | Epoch 11] Loss: 0.1924 = 0.0306 + 0.1595 + 0.0023
[04:24:08] [Batch 11] | Epoch 12] Loss: 0.1602 = 0.0098 + 0.1484 + 0.0019
[04:24:08] [Batch 11] | Epoch 13] Loss: 0.1388 = 0.0082 + 0.1290 + 0.0015
[04:24:08] [Batch 11] | Epoch 14] Loss: 0.1276 = 0.0065 + 0.1197 + 0.0013
[04:24:08] [Batch 11] | Epoch 15] Loss: 0.1182 = 0.0077 + 0.1094 + 0.0011
